"filename", "language", "C#", "JSON", "Markdown", "Properties", "YAML", "UnityShader", "comment", "blank", "total"
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/UIEffect-upm/Resources/UIEffectSprite.cginc", "UnityShader", 0, 0, 0, 0, 0, 64, 0, 12, 76
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/UIEffect-upm/Resources/UIHsvModifier.shader", "UnityShader", 0, 0, 0, 0, 0, 64, 0, 16, 80
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/UIEffect-upm/Resources/UIShiny.shader", "UnityShader", 0, 0, 0, 0, 0, 66, 0, 17, 83
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/UIEffect-upm/Resources/UITtransition.shader", "UnityShader", 0, 0, 0, 0, 0, 71, 0, 17, 88
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/UIEffect-upm/Samples/Demo/UIEffect_Demo.asmdef", "JSON", 0, 14, 0, 0, 0, 0, 0, 0, 14
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/UIEffect-upm/Samples/Demo/UIEffect_Demo.cs", "C#", 56, 0, 0, 0, 0, 0, 3, 10, 69
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/UIEffect-upm/Samples/Demo/UIEffect_Demo_ColorControl.cs", "C#", 45, 0, 0, 0, 0, 0, 0, 6, 51
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/UIEffect-upm/Samples/Demo/UIEffect_Demo_PropertyControl.cs", "C#", 21, 0, 0, 0, 0, 0, 0, 5, 26
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/UIEffect-upm/Scripts/Common/BaseMaterialEffect.cs", "C#", 110, 0, 0, 0, 0, 0, 54, 30, 194
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/UIEffect-upm/Scripts/Common/BaseMeshEffect.cs", "C#", 79, 0, 0, 0, 0, 0, 130, 21, 230
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/UIEffect-upm/Scripts/Common/EffectPlayer.cs", "C#", 94, 0, 0, 0, 0, 0, 39, 22, 155
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/UIEffect-upm/Scripts/Common/GraphicConnector.cs", "C#", 99, 0, 0, 0, 0, 0, 30, 23, 152
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/UIEffect-upm/Scripts/Common/MaterialCache.cs", "C#", 65, 0, 0, 0, 0, 0, 0, 13, 78
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/UIEffect-upm/Scripts/Common/Matrix2x3.cs", "C#", 27, 0, 0, 0, 0, 0, 3, 4, 34
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/UIEffect-upm/Scripts/Common/Packer.cs", "C#", 41, 0, 0, 0, 0, 0, 16, 5, 62
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/UIEffect-upm/Scripts/Common/ParameterTexture.cs", "C#", 121, 0, 0, 0, 0, 0, 49, 21, 191
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/UIEffect-upm/Scripts/Editor/ImportSampleMenu.cs", "C#", 62, 0, 0, 0, 0, 0, 1, 13, 76
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/UIEffect-upm/Scripts/Editor/MaterialDirtyScope.cs", "C#", 25, 0, 0, 0, 0, 0, 4, 5, 34
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/UIEffect-upm/Scripts/Editor/UIDissolveEditor.cs", "C#", 85, 0, 0, 0, 0, 0, 22, 14, 121
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/UIEffect-upm/Scripts/Editor/UIEffect-Editor.asmdef", "JSON", 0, 16, 0, 0, 0, 0, 0, 0, 16
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/UIEffect-upm/Scripts/Editor/UIEffectEditor.cs", "C#", 81, 0, 0, 0, 0, 0, 17, 17, 115
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/UIEffect-upm/Scripts/Editor/UIGradientEditor.cs", "C#", 98, 0, 0, 0, 0, 0, 25, 17, 140
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/UIEffect-upm/Scripts/Editor/UIHsvModifierEditor.cs", "C#", 35, 0, 0, 0, 0, 0, 12, 7, 54
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/UIEffect-upm/Scripts/Editor/UIShadowEditor.cs", "C#", 44, 0, 0, 0, 0, 0, 10, 9, 63
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/UIEffect-upm/Scripts/Editor/UIShinyEditor.cs", "C#", 73, 0, 0, 0, 0, 0, 19, 11, 103
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/UIEffect-upm/Scripts/Editor/UITransitionEffectEditor.cs", "C#", 85, 0, 0, 0, 0, 0, 19, 12, 116
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/UIEffect-upm/Scripts/Enums/BlurMode.cs", "C#", 10, 0, 0, 0, 0, 0, 3, 1, 14
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/UIEffect-upm/Scripts/Enums/ColorMode.cs", "C#", 10, 0, 0, 0, 0, 0, 3, 1, 14
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/UIEffect-upm/Scripts/Enums/EffectArea.cs", "C#", 94, 0, 0, 0, 0, 0, 13, 10, 117
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/UIEffect-upm/Scripts/Enums/EffectMode.cs", "C#", 11, 0, 0, 0, 0, 0, 3, 1, 15
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/UIEffect-upm/Scripts/Enums/ShadowStyle.cs", "C#", 11, 0, 0, 0, 0, 0, 3, 1, 15
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/UIEffect-upm/Scripts/UIDissolve.cs", "C#", 235, 0, 0, 0, 0, 0, 42, 43, 320
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/UIEffect-upm/Scripts/UIEffect.asmdef", "JSON", 0, 3, 0, 0, 0, 0, 0, 1, 4
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/UIEffect-upm/Scripts/UIEffect.cs", "C#", 275, 0, 0, 0, 0, 0, 44, 50, 369
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/UIEffect-upm/Scripts/UIFlip.cs", "C#", 51, 0, 0, 0, 0, 0, 12, 7, 70
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/UIEffect-upm/Scripts/UIGradient.cs", "C#", 229, 0, 0, 0, 0, 0, 55, 36, 320
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/UIEffect-upm/Scripts/UIHsvModifier.cs", "C#", 127, 0, 0, 0, 0, 0, 21, 23, 171
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/UIEffect-upm/Scripts/UIShadow.cs", "C#", 216, 0, 0, 0, 0, 0, 113, 55, 384
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/UIEffect-upm/Scripts/UIShiny.cs", "C#", 195, 0, 0, 0, 0, 0, 44, 40, 279
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/UIEffect-upm/Scripts/UISyncEffect.cs", "C#", 65, 0, 0, 0, 0, 0, 3, 16, 84
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/UIEffect-upm/Scripts/UITransitionEffect.cs", "C#", 236, 0, 0, 0, 0, 0, 51, 46, 333
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/UIEffect-upm/package-lock.json", "JSON", 0, 13, 0, 0, 0, 0, 0, 1, 14
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/UIEffect-upm/package.json", "JSON", 0, 29, 0, 0, 0, 0, 0, 1, 30
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/Ultility/AutoGenerateFile.cs", "C#", 72, 0, 0, 0, 0, 0, 7, 11, 90
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/Ultility/BlurImage.cs", "C#", 177, 0, 0, 0, 0, 0, 11, 43, 231
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/Ultility/ButtonAnimation.cs", "C#", 39, 0, 0, 0, 0, 0, 0, 8, 47
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/Ultility/ButtonOpenLink.cs", "C#", 18, 0, 0, 0, 0, 0, 0, 4, 22
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/Ultility/EnhanceEffect.cs", "C#", 7, 0, 0, 0, 0, 0, 1, 1, 9
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/Ultility/EnhancePopup.cs", "C#", 58, 0, 0, 0, 0, 0, 0, 13, 71
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/Ultility/GameUltility.cs", "C#", 29, 0, 0, 0, 0, 0, 3, 7, 39
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/Ultility/InAppReview.cs", "C#", 29, 0, 0, 0, 0, 0, 18, 8, 55
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/Ultility/LazySingleton.cs", "C#", 72, 0, 0, 0, 0, 0, 5, 13, 90
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/Ultility/PopupController.cs", "C#", 248, 0, 0, 0, 0, 0, 11, 72, 331
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/Ultility/SceneFastOpen.cs", "C#", 23, 0, 0, 0, 0, 0, 0, 6, 29
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/Ultility/ScreenShot.cs", "C#", 28, 0, 0, 0, 0, 0, 10, 10, 48
"/Users/kietle/Desktop/kitchen_chaos_study_game/kitchen_chaos/Assets/_Assets/Scripts/Ultility/ScrollingBackground.cs", "C#", 21, 0, 0, 0, 0, 0, 2, 3, 26
"Total", "-", 13918, 121, 540, 0, 10, 662, 1809, 2923, 19983
