"filename", "language", "C#", "UnityAssemblyDefinition", "JSON", "Markdown", "YAML", "UnityShader", "comment", "blank", "total"
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\UI\ServerPingDropdown.cs", "C#", 64, 0, 0, 0, 0, 0, 2, 8, 74
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\UI\SeverPingDisplay.cs", "C#", 57, 0, 0, 0, 0, 0, 5, 13, 75
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\UI\SkipTutorialToggle.cs", "C#", 79, 0, 0, 0, 0, 0, 0, 8, 87
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\UI\StarController.cs", "C#", 40, 0, 0, 0, 0, 0, 2, 5, 47
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\UI\TutorialData.cs", "C#", 59, 0, 0, 0, 0, 0, 0, 7, 66
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\UI\TutorialUI.cs", "C#", 104, 0, 0, 0, 0, 0, 0, 10, 114
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\Ultility\AutoGenerateFile.cs", "C#", 72, 0, 0, 0, 0, 0, 7, 11, 90
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\Ultility\BlurImage.cs", "C#", 168, 0, 0, 0, 0, 0, 11, 43, 222
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\Ultility\EnhanceEffect.cs", "C#", 7, 0, 0, 0, 0, 0, 1, 1, 9
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\Ultility\EnhancePopup.cs", "C#", 58, 0, 0, 0, 0, 0, 0, 13, 71
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\Ultility\GameUltility.cs", "C#", 30, 0, 0, 0, 0, 0, 2, 8, 40
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\Ultility\InAppReview.cs", "C#", 29, 0, 0, 0, 0, 0, 18, 8, 55
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\Ultility\LazySingleton.cs", "C#", 66, 0, 0, 0, 0, 0, 5, 13, 84
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\Ultility\PopupController.cs", "C#", 248, 0, 0, 0, 0, 0, 11, 72, 331
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\Ultility\ScreenShot.cs", "C#", 28, 0, 0, 0, 0, 0, 10, 10, 48
"c:\Users\Admin\Desktop\kitchen_chaos_study_game\kitchen_chaos\Assets\_Assets\Scripts\Ultility\ScrollingBackground.cs", "C#", 21, 0, 0, 0, 0, 0, 2, 3, 26
"Total", "-", 8626, 60, 29, 540, 10, 662, 1696, 2142, 13765
